make,model,series,series_year,price,enginesize,fuelsystem,tankcapacity,power,seats,standardtransmission,bodyType,drive,wheelbase
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,110Kw,5,4A,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,110Kw,5,4A,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,110Kw,5,4A,2D CONVERTIBLE,FWD,2605mm
SAAB,9000,CS ANNIVERSARY,1998,54900,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9000,CS ANNIVERSARY,1998,54900,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,900,S 2.5 V6,1994,45900,2.5L,MULTI POINT F/INJ,68L,125Kw,5,5M,5D HATCHBACK,FWD,2600mm
SAAB,9-May,MY01 S,2001,64000,2.3L,TURBO MPFI,75L,136Kw,5,4A,4D SEDAN,FWD,2703mm
SAAB,9-Mar,MY05 AERO,2005,93000,2.0L,TURBO MPFI,62L,155Kw,4,5ASEN,2D CONVERTIBLE,FWD,2675mm
SAAB,9000,CSE,1994,79200,2.3L,TURBO EFI,66L,147Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9-Mar,AERO,2000,80887,2.0L,TURBO MPFI,64L,158Kw,5,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,MY04 AERO 2.0t,2004,67900,2.0L,TURBO MPFI,62L,155Kw,5,6M,4D SEDAN,FWD,2675mm
SAAB,9-Mar,MY04 AERO 2.0t,2004,67900,2.0L,TURBO MPFI,62L,155Kw,5,6M,4D SEDAN,FWD,2675mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
SAAB,9-Mar,S,2000,65985,2.0L,TURBO MPFI,68L,113Kw,4,4A,2D CONVERTIBLE,FWD,2605mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm
SAAB,9000,CD 16,1993,46990,2.3L,ELECTRONIC F/INJ,66L,108Kw,5,4A,4D SEDAN,FWD,2672mm
SAAB,9000,CD 16,1993,46990,2.3L,ELECTRONIC F/INJ,66L,108Kw,5,4A,4D SEDAN,FWD,2672mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,75Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,85Kw,5,CVT7,5D HATCHBACK,FWD,2568mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,162Kw,5,5AG,4D SEDAN,AWD,2640mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-May,SE,2000,67986,2.3L,TURBO MPFI,75L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY04 ARC 2.0T,2004,56400,2.0L,TURBO MPFI,62L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,100Kw,5,5M,4D SEDAN,FWD,2700mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,147Kw,4,5M,2D COUPE,RWD,2525mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,82Kw,5,5M,3D HATCHBACK,FWD,2442mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-May,MY04 AERO,2004,84900,2.3L,TURBO MPFI,75L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,900,SE 2.5 V6,1996,63900,2.5L,MULTI POINT F/INJ,68L,54Kw,4,5M,4D WAGON,RWD,2315mm
SAAB,900,SE 2.5 V6,1996,63900,2.5L,MULTI POINT F/INJ,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,116Kw,7,4A,4D WAGON,FWD,2878mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,78Kw,5,5M,4D SEDAN,FWD,2610mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9000,CS ANNIVERSARY,1998,54900,2.3L,TURBO EFI,66L,147Kw,4,5M,2D COUPE,RWD,2525mm
SAAB,9000,CS ANNIVERSARY,1998,54900,2.3L,TURBO EFI,66L,110Kw,5,5M,5D HATCHBACK,FWD,2512mm
SAAB,900,S 2.5 V6,1994,45900,2.5L,MULTI POINT F/INJ,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-May,MY01 S,2001,64000,2.3L,TURBO MPFI,75L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY05 AERO,2005,93000,2.0L,TURBO MPFI,62L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9000,CSE,1994,79200,2.3L,TURBO EFI,66L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,AERO,2000,80887,2.0L,TURBO MPFI,64L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,95Kw,5,5M,4D SEDAN,RWD,2570mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,75Kw,5,5M,5D HATCHBACK,FWD,2512mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,79Kw,4,5M,2D CABRIOLET,FWD,2461mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,125Kw,5,5A,4D SEDAN,FWD,2715mm
SAAB,9-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY04 AERO 2.0t,2004,67900,2.0L,TURBO MPFI,62L,147Kw,5,6ATip,4D SEDAN,FWD,2709mm
SAAB,9-Mar,MY04 AERO 2.0t,2004,67900,2.0L,TURBO MPFI,62L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,154Kw,5,6M,3D HATCHBACK,AWD,2519mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm
SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,82Kw,5,4A,4D SEDAN,RWD,2665mm
SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,S,2000,65985,2.0L,TURBO MPFI,68L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,130Kw,5,5M,5D HATCHBACK,FWD,2608mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,53Kw,5,3A,5D HATCHBACK,FWD,2400mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
SAAB,9-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
SAAB,9000,CD 16,1993,46990,2.3L,ELECTRONIC F/INJ,66L,140Kw,7,6A,4D WAGON,4WD,2885mm
SAAB,9000,CD 16,1993,46990,2.3L,ELECTRONIC F/INJ,66L,NULL,NULL,NULL,NULL,NULL,NULL
TOYOTA,4 RUNNER,DELUXE 4x4,1989,28200,2.4L,CARB,65L,75Kw,5,5M4x4,4D WAGON,4WD,2625mm
TOYOTA,4 RUNNER,DELUXE 4x4,1989,28200,2.4L,CARB,65L,75Kw,5,5M4x4,4D WAGON,4WD,2625mm
TOYOTA,4 RUNNER,RV6 4x4,1992,36954,3.0L,ELECTRONIC F/INJ,65L,105Kw,5,4A4x4,4D WAGON,4WD,2625mm
TOYOTA,4 RUNNER,RV6 4x4,1992,36954,3.0L,ELECTRONIC F/INJ,65L,105Kw,5,4A4x4,4D WAGON,4WD,2625mm
TOYOTA,4 RUNNER,DELUXE 4x4,1989,28200,2.4L,CARB,65L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm
TOYOTA,4 RUNNER,DELUXE 4x4,1989,28200,2.4L,CARB,65L,82Kw,5,4A,4D SEDAN,RWD,2665mm
TOYOTA,4 RUNNER,RV6 4x4,1992,36954,3.0L,ELECTRONIC F/INJ,65L,154Kw,5,6M,3D HATCHBACK,AWD,2519mm
TOYOTA,4 RUNNER,RV6 4x4,1992,36954,3.0L,ELECTRONIC F/INJ,65L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,TRANSPORTER,T5 MY08 CREWVAN SWB,2008,42990,2.5L,DIESEL TURBO F/INJ,80L,96Kw,5,6ATip,VAN,FWD,3000mm
VOLKSWAGEN,TRANSPORTER,T5 MY08 CREWVAN SWB,2008,42990,2.5L,DIESEL TURBO F/INJ,80L,96Kw,5,6ATip,VAN,FWD,3000mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm
VOLKSWAGEN,TRANSPORTER,T5 SWB,2005,43400,2.5L,DIESEL TURBO F/INJ,80L,96Kw,2,6ATip,VAN,FWD,3000mm
VOLKSWAGEN,POLO,9N MY07 UPGRADE CLUB,2007,16990,1.4L,MULTI POINT F/INJ,45L,59Kw,5,5M,3D HATCHBACK,FWD,2465mm
VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,MULTIVAN,T5 HIGHLINE,2006,72990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6ATip,4D VAN,FWD,3000mm
VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2007,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,GOLF,1K GTi,2007,39990,2.0L,TURBO MPFI,55L,147Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K GTi,2007,39990,2.0L,TURBO MPFI,55L,147Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,GL,2001,25990,1.6L,MULTI POINT F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,1K 1.9 TDI COMFORTLINE,2005,32290,1.9L,DIESEL TURBO F/INJ,55L,77Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 FSI,2007,35290,2.0L,MULTI POINT F/INJ,55L,110Kw,5,6ATip,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 FSI,2007,35290,2.0L,MULTI POINT F/INJ,55L,110Kw,5,6ATip,4D SEDAN,FWD,2578mm
VOLKSWAGEN,GOLF,1K GT,2007,37290,1.4L,S/C & T/C MPFI,55L,125Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,GL,1995,30490,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2475mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI COMFORTLINE,2005,32290,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6ATip,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI COMFORTLINE,2005,32290,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6ATip,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2007,32490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2007,32490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,GLE,1999,34990,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,GLE,1999,34990,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,GL,1998,31980,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006,60990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6M,4D VAN,4WD,3000mm
VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006,60990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6M,4D VAN,4WD,3000mm
VOLKSWAGEN,POLO,9N S,2002,21800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2460mm
VOLKSWAGEN,POLO,9N S,2002,21800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2460mm
VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2006,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm
VOLKSWAGEN,CADDY,2K LIFE,2006,34990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,5,6ADSG,4D WAGON,FWD,2682mm
VOLKSWAGEN,CADDY,2K LIFE,2006,34990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,5,6ADSG,4D WAGON,FWD,2682mm
VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2004,32490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,BORA,1J 2.0,2001,36350,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,4D SEDAN,FWD,2500mm
VOLKSWAGEN,BORA,1J 2.0,2001,36350,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,4D SEDAN,FWD,2500mm
VOLKSWAGEN,BORA,1J 2.0,2001,36350,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,4D SEDAN,FWD,2500mm
VOLKSWAGEN,POLO,9N MY06 UPGRADE CLUB,2006,16990,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2465mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm
VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
VOLKSWAGEN,GOLF,1.6 GENERATION,2004,25990,1.6L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,POLO,9N MY07 UPGRADE GTi,2007,26990,1.8L,TURBO MPFI,45L,110Kw,5,5M,3D HATCHBACK,FWD,2466mm
VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2006,34790,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2006,34790,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,GOLF,GL,2000,25990,1.6L,MULTI POINT F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm
VOLKSWAGEN,GOLF,1K 1.6 TRENDLINE,2005,25490,1.6L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2578mm
VOLKSWAGEN,PASSAT,3C 2.0T FSI,2006,44990,2.0L,TURBO MPFI,70L,147Kw,5,6ATip,4D SEDAN,FWD,2709mm
